Fatura no;Fatura Ýçeriði
YJ52024093000757;HER YÖNE 1000 DAKÝKA - 100 TL/AY-2662462751 (EYLÜL 2024)(GSM:56% SA:18% SI:21% DO:6% )
YJ52024093000757;HER YÖNE 1000 DAKÝKA - 100 TL/AY-2662461426 (EYLÜL 2024)
YJ52024093000757;HER YÖNE 1000 DAKÝKA - 100 TL/AY-2662465108 (EYLÜL 2024)(GSM:16% SA:16% SI:58% DO:11% )
BTE2024000002950;SISTEM DESTEK HIZMET BEDELI
FU12024000000856;KABLOSUZ TELEFON PAN.KX TG1611 DECT SIYAH GRI
BTE2024000002957;SISTEM DESTEK HIZMET BEDELI
AAA2024000000398;067C MUADÝL TONER
AAA2024000000398;067K MUADÝL TONER
AAA2024000000398;067M MUADÝL TONER 
AAA2024000000398;067Y MUADÝL TONER   
Raart23;ÝLAN, REKLAM VE TANITIM
BTE2024000003116;POWER BI PREMÝUM PER USER
BNF2024000001324;NETSÝS 3 ENTERPÝSE LEM PAKETÝ (STANDART)
"	BNF2024000001324";NETOLOJÝ BPM ENTERPRÝSE VERSÝYON YAZÝLÝMÝ
BNF2024000001361;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000001445;AYLIK TELEFON DESTEK HÝZMETÝ
01S2024001568531;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024001568531;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024001568531;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024001568531;UZAKTAN YEDEKLEME (%20 KDV )
01S2024001568531;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024001568531;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024006603666;DSL(ÝNTERNET)
C012024001925105;TELEFON
SNL2024000002372;"LENOVO V15 G4 IRU INTEL CORE I7-1355U 16GB RAM 1TB SSD WÝNDOWS 11 PRO 15,6"" FHD TAÞINABÝLÝR BÝLGÝSAYAR"
BNF2024000001370;PROJE VE DANIÞMANLIK HÝZMETÝ
BNF2024000001429;AYLIK TELEFON DESTEK HÝZMETÝ
01S2024001561522;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024001561522;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024001561522;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024001561522;UZAKTAN YEDEKLEME (%20 KDV )
01S2024001561522;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2024001561522;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024001561522;SANAL VERÝ MERKEZÝ (%20 KDV )
A162024006465208;DSL(ÝNTERNET)
BTE2024000003257;SISTEM DESTEK HIZMET BEDELI
BTE2024000003264;SISTEM DESTEK HIZMET BEDELI
BNF2024000001586;AYLIK TELEFON DESTEK HÝZMETÝ
BNF2024000001501;PROJE VE DANIÞMANLIK HÝZMETÝ
BTE2024000003493;MICROSOFT 365 BUSINESS STANDART
BTE2024000003493;EXCHANGE ONLINE PLAN 1
BTE2024000003493;EXCHANGE ONLÝNE (PLAN 2)
01S2024001715655;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024001715655;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024001715655;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024001715655;UZAKTAN YEDEKLEME (%20 KDV )
01S2024001715655;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024001715655;SANAL VERÝ MERKEZÝ (%20 KDV )
01S2024001811239;MPLSVPN HÝZMETLERÝ (%20 KDV + %10 OIV )
01S2024001811239;DATA SERVÝSLERÝ (%20 KDV + %10 OIV )
01S2024001811239;OFÝS GÜVENLÝK DUVARI (%20 KDV )
01S2024001811239;UZAKTAN YEDEKLEME (%20 KDV )
01S2024001811239;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%20 KDV )
01S2024001811239;KATMA DEÐERLÝ SERVÝSLER (%20 KDV )
01S2024001811239;SANAL VERÝ MERKEZÝ (%20 KDV )
BNF2024000001570;AYLIK TELEFON DESTEK HÝZMETÝ
EFC2024000134621;POSÝTÝVESSL (DV) (BEKKÝLER.COM)
FU22024000000520;KABLOSUZ TELEFON PAN.KX TG1611 DECT SIYAH GRI
AAA2024000000506;DEVELOP TN118 TONER  
AAA2024000000506;CANON 057H MUADÝL TONER    
AAA2024000000506;HP CE505X MUADÝL TONER 6400 SAYFA    
AAA2024000000506;8750 EPSON 8750 LX300 ORJÝNAL ÞERÝT ÝKÝLÝ PAKET    
EFC2024000134622;POSÝTÝVESSL (DV) (BEKSAN.COM)
