Şirket;Tarih;Fatura no;Fatura içeriği;Gider sınıfı;Firma;Adet;Brim Fiyat;KDV Tutarı;OIV Tutarı;Ödenecek Tutar;Kur;Birim Fiyat Dolar;KDV Dolar
Bekkiler;31.10.2023;XK62023103100712;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662462751 (EKİM 2023)(GSM:26% SA:13% SI:55% TO:2% DO:5% );SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.10.2023;XK62023103100712;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662460409 (EKİM 2023)(GSM:2% SA:10% SI:70% TN:1% DO:17% );SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.10.2023;XK62023103100712;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662463513 (EKİM 2023)(GSM:20% SA:16% SI:36% DO:27% );SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.10.2023;XK62023103100712;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662462755 (EKİM 2023);SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.10.2023;XK62023103100712;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662461426 (EKİM 2023);SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Bekkiler;31.10.2023;XK62023103100712;HER YÖNE 1000 DAKİKA - 24,90 TL/AY-2662462752 (EKİM 2023)(GSM:16% SA:15% SI:59% DO:10% );SABIT HAT;TURKNET;1,00;19,15;3,83;1,92;24,90;0,00;0,00;0,00
Beksan;31.10.2023;C012023002078095;TELEFON;SABIT HAT;TURKTELEKOM;1,00;340,23;68,05;34,02;442,30;0,00;0,00;0,00
Beksan;31.10.2023;C012023002078095;TEMLİKLİ_SAMSUNG GALAXY A13 İKİ BİZDEN_24 AY TAKSİT ÜCRETİ (17/24);SABIT HAT;TURKTELEKOM;1,00;283,00;0,00;0,00;283,00;0,00;0,00;0,00
Bekkiler;01.11.2023;BTE2023000003311;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;1200,00;240,00;0,00;1440,00;0,00;0,00;0,00
Bekkiler;01.11.2023;RAART000000000013;İLAN, REKLAM VE TANITIM;GÖRSEL TANITIM G.;RAART GÖRSEL SAN. REK.;1,00;36679,00;7335,80;0,00;44014,80;0,00;0,00;0,00
Beksan;02.11.2023;AAA2023000000403;FUSİNGUNİT 220-240V (CANON MF 445)   ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;1858,33;371,67;0,00;2230,00;0,00;0,00;0,00
Bekkiler;07.11.2023;BIL2023000000398;GİGASET A690 DECT TELEFON;DONANIM G.;BİLSAM BÜRO MAKİNELERİ;3,00;1100,00;660,00;0,00;3960,00;0,00;0,00;0,00
Beksan;09.11.2023;BTM2023000001538;"SSD 240GB WD GREEN 2.5""";DONANIM G.;BTM TEKNOLOJİ ;2,00;625,00;250,00;0,00;1500,00;0,00;0,00;0,00
Bekkiler;09.11.2023;ANE2023000002765;NEXT YE-202 PLATINUM TWİN LNB;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;160,00;32,00;0,00;192,00;0,00;0,00;0,00
Bekkiler;09.11.2023;ANE2023000002765;HERZ RG 6 U4 ANTEN KABLO - HR1005;DONANIM G.;ANTENCİ ELEKTRONİK ;22,00;15,00;66,00;0,00;396,00;0,00;0,00;0,00
Bekkiler;09.11.2023;ANE2023000002765;İŞÇİLİK;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;500,00;100,00;0,00;600,00;0,00;0,00;0,00
Bekkiler;09.11.2023;BTM2023000001540;NVR HIKVISION DS-7732NI-K4 32 KANAL 4HDD 2ETH 4K;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;10000,00;2000,00;0,00;12000,00;0,00;0,00;0,00
Bekkiler;09.11.2023;BTM2023000001540;GUV CAM HIKVISION DS-2CD2021G1-I 2MP 2.8MM IP H265+ BULLET;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;19,00;1250,00;4750,00;0,00;28500,00;0,00;0,00;0,00
Bekkiler;09.11.2023;BTM2023000001540;GUV CAM HIKVISION DS-2CD2121G0-I 2 MP 2,8MM IP H265+ DOME;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;2,00;1250,00;500,00;0,00;3000,00;0,00;0,00;0,00
Bekkiler;09.11.2023;BTM2023000001540;BUAT QIHAN Q-BT58B ORTA BOY BEYAZ BAĞLANTI KUTUSU TABAN DAHİL;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;21,00;50,00;210,00;0,00;1260,00;0,00;0,00;0,00
Bekkiler;09.11.2023;BTM2023000001540;SWITCH HIKVISION DS-3E0518P-E/M 16 PORT GIGABIT+2XGB SFP 125W L2 RACKMOUNT POE;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;2,00;4500,00;1800,00;0,00;10800,00;0,00;0,00;0,00
Bekkiler;09.11.2023;BTM2023000001540;HDD 8TB TOSHİBA S300 SERİSİ GÜVENLİK DİSKİ HDWT380UZSVA;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;2,00;5000,00;2000,00;0,00;12000,00;0,00;0,00;0,00
Bekkiler;09.11.2023;BTM2023000001540;KABLO DIGITUS 500MT DRUM-AWG 23/1-COLOR PURPLE-SIMPLEX-DK-1613-VH-5-CAT;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;2,00;5600,00;2240,00;0,00;13440,00;0,00;0,00;0,00
Bekkiler;09.11.2023;BTM2023000001540;SPİRAL BORU;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;100,00;20,00;400,00;0,00;2400,00;0,00;0,00;0,00
Bekkiler;09.11.2023;BTM2023000001540;MONTAJ / DEVREYE ALMA;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;5233,33;1046,67;0,00;6280,00;0,00;0,00;0,00
