Şirket;Tarih;Fatura no;Fatura içeriği;Gider sınıfı;Firma;Adet;Kur; Usd tutar ;Ücret
Beksan;15.07.2022;BTM2022000000872;GUV CAM HIKVISION DS-2CD1023G0-IF 2MP 4MM 30MT IR IP BULLET;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;44,00;;;₺27.720,00
Beksan;15.07.2022;BTM2022000000872;PATCH PANEL 24 PORT POWEMASTER UTP CAT6;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;6,00;;;₺4.260,00
Beksan;15.07.2022;BTM2022000000872;4U KABİN;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;;;₺500,00
Beksan;15.07.2022;BTM2022000000872;KABLO DIGITUS PATCH YELLOW-CU-0.50MT ;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;94,00;;;₺1.410,00
Beksan;15.07.2022;BTM2022000000872;KABİN AGER MONTAJLI OUTDOOR CIDARLI DUVAR TIPI;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;3,00;;;₺10.500,00
Beksan;15.07.2022;BTM2022000000872;FAN MODULU TERMOSTATLI/FILTRELI 2 LI;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;3,00;;;₺1.500,00
Beksan;15.07.2022;BTM2022000000872;SWITCH 16 PORT RUIJIE REYEE RG-ES218GC-P GIGABIT +2XGB SFP UPLINK;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;;;₺3.800,00
Beksan;15.07.2022;BTM2022000000872;FİBER KABLO;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;660,00;;;₺6.600,00
Beksan;15.07.2022;BTM2022000000872;FİBER SONLANDIRMA VE EKİPMANLARI;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;;;₺2.330,00
Beksan;15.07.2022;BTM2022000000872;MODÜL Fiberend 1Gb/s 20km 1310nm;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;12,00;;;₺7.200,00
Beksan;15.07.2022;BTM2022000000872;ELEKTRİK MALZEMESİ (MONTAJ ÜRÜNLERİ);GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;;;₺3.600,00
Beksan;15.07.2022;BTM2022000000872;KABLO DIGITUS 500 METRE DK-1614-VH-5-CAT6U-UTP KABLO 250 Mhz;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;7,00;;;₺26.250,00
Beksan;15.07.2022;BTM2022000000872;KDV(%18);GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;;;₺31.914,00
Bekkiler;15.07.2022;BTM2022000000869; SWITCH RUIJIE REYEE RG-ES226GC-P 24 PORT GIGABIT+2XGB SFP;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;;;₺4.800,00
Bekkiler;15.07.2022;BTM2022000000869;HIKVISION DS-7632NI-K2/UHK 32 KANAL NVR;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;;;₺3.702,88
Bekkiler;15.07.2022;BTM2022000000869;HDD GUV 6TB SEAGATE SKYHAWK 256MB 7/24 SV35;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;2,00;;;₺4.800,00
Bekkiler;15.07.2022;BTM2022000000869; GUV CAM HIKVISION DS-2CD1023G0E-IF 2MP 2.8MM IR BULLET;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;16,00;;;₺10.080,00
Bekkiler;15.07.2022;BTM2022000000869;KABLO DIGITUS PATCH YELLOW-CU-0.50MT 26/7-DK-1617 CAT 6 ;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;16,00;;;₺240,00
Bekkiler;15.07.2022;BTM2022000000869;KABLO DIGITUS 500 METRE DK-1614 UTP KABLO 250 Mhz;GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;5,00;;;₺18.750,00
Bekkiler;15.07.2022;BTM2022000000869;KDV (% 18,00 );GÜVENLİK SİSTEM G.;BTM TEKNOLOJİ ;1,00;;;₺7.627,12
Beksan;18.07.2022;BTM2022000000878;ADP DARK USB3.0;DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺300,00
Beksan;19.07.2022;YFR2022000001116;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺1.416,00
Bekkiler;19.07.2022;YFR2022000001112; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺1.416,00
Beksan;20.07.2022;YFR2022000001132;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;4,50;;;₺10.620,00
Bekkiler;20.07.2022;YFR2022000001141; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;2,81;;;₺5.802,65
Beksan;28.07.2022;BTM2022000000924;RAM NB 8GB 1600MHZ CL11 DDR3 ;DONANIM G.;BTM TEKNOLOJİ ;2,00;;;₺1.340,00
Beksan;28.07.2022;BTM2022000000924;RAM PC GOODRAM 8GB 1600MHz CL11 DDR3;DONANIM G.;BTM TEKNOLOJİ ;2,00;;;₺1.330,00
Beksan;28.07.2022;BTM2022000000924;"HDD SSD 240GB KIOXIA EXCERİA SATA3 2.5""";DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺592,71
Beksan;28.07.2022;BTM2022000000924;KDV(%18);DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺587,29
Bekkiler;28.07.2022;AAA2022000000081;Hp ce505x Muadil Toner 6400 Sayfa   ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;;;₺465,46
Bekkiler;28.07.2022;AAA2022000000081;CANON 057H MUADİL TONER    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺340,14
Bekkiler;28.07.2022;AAA2022000000081;KDV (% 18,00 );YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺145,01
Beksan;31.07.2022;01S2022000579947;MPLSVPN Hizmetleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺868,80
Beksan;31.07.2022;01S2022000579947;Data Servisleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.198,76
Beksan;31.07.2022;01S2022000579947;Ofis Güvenlik Duvarı;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Beksan;31.07.2022;01S2022000579947;UZAKTAN YEDEKLEME ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺872,46
Beksan;31.07.2022;01S2022000579947;SANAL VERİ MERKEZİ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.321,76
Beksan;31.07.2022;01S2022000579947;KDV ( % 18 );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.347,67
Beksan;31.07.2022;01S2022000579947;ÖİV(%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Beksan;31.07.2022;A162022002813265;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺313,75
Beksan;31.07.2022;A162022002786873;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺150,75
Bekkiler;31.07.2022;01S2022000618523;MPLSVPN Hizmetleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;31.07.2022;01S2022000618523;Data Servisleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;31.07.2022;01S2022000618523;Ofis Güvenlik Duvarı (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;31.07.2022;01S2022000618523;UZAKTAN YEDEKLEME (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;31.07.2022;01S2022000618523;Enterprise WiFi Servisi (AP) (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;31.07.2022;01S2022000618523;Katma Değerli Servisler (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;31.07.2022;01S2022000618523;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;31.07.2022;01S2022000618523;KDV (%18);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.400,15
Bekkiler;31.07.2022;01S2022000618523;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Bekkiler;31.07.2022;A162022002483906;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺188,25
Bekkiler;31.07.2022;A162022002667585;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺196,75
Bekkiler;31.07.2022;WH62022073101995;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662461426 (Temmuz 2022)(GSM:18% SA:19% SI:55% TN:4% DO:4% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.07.2022;WH62022073101995;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460409 (Temmuz 2022)(GSM:25% SA:12% SI:53% DO:11% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.07.2022;WH62022073101995;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460518 (Temmuz 2022)(GSM:12% SA:12% SI:60% TN:1% DO:15% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.07.2022;WH62022073101995;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465109 (Temmuz 2022);SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.07.2022;WH62022073101995;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465108 (Temmuz 2022)(GSM:30% SA:21% SI:30% DO:19% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.07.2022;WH62022073101995;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462755 (Temmuz 2022);SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.07.2022;WH62022073101995;İŞ FULL 100 - Taahhütsüz - 2662465109 (Ağustos 2022);SABIT HAT;TURKNET;1,00;;;₺74,22
Bekkiler;31.07.2022;WH62022073101995;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462751 (Temmuz 2022)(GSM:13% SA:34% SI:47% DO:7% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.07.2022;WH62022073101995;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462752 (Temmuz 2022)(GSM:37% SA:17% SI:33% TN:3% DO:11% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.07.2022;WH62022073101995;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462750 (Temmuz 2022)(GSM:27% SA:18% SI:42% DO:13% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.07.2022;WH62022073101995;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662463513 (Temmuz 2022)(GSM:17% SA:22% SI:55% DO:7% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.07.2022;WH62022073101995;KDV(%18);SABIT HAT;TURKNET;1,00;;;₺47,11
Bekkiler;31.07.2022;WH62022073101995;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺26,17
Beksan;31.07.2022;C012022001404079;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺393,37
Beksan;01.08.2022;BTE2022000002713;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺590,00
Bekkiler;01.08.2022;BTE2022000002721;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺826,00
Bekkiler;04.08.2022;BTM2022000000959;HDD SSD 240GB KIOXIA EXCERİA SATA3;DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺572,03
Bekkiler;04.08.2022;BTM2022000000959;MOUSE LOGITECH M171 ;DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺125,00
Bekkiler;04.08.2022;BTM2022000000959; RAM NB 8GB 1600MHZ GOODRAM CL11 DDR3 ;DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺677,97
Bekkiler;04.08.2022;BTM2022000000959;KDV (% 18,00 );DONANIM G.;BTM TEKNOLOJİ ;1,00;;;₺247,50
Beksan;12.08.2022;YFR2022000001168;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,82;;;₺4.295,20
Bekkiler;12.08.2022;YFR2022000001174; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;2,87;;;₺5.926,55
Bekkiler;12.08.2022;BIL2022000000258; KAREL TM145 TELEFON;DONANIM G.;BİLSAM BÜRO MAKİNELERİ;3,00;;;₺960,00
Beksan;15.08.2022;AAA2022000000105;DEVELOP ÇIKIŞ SWİCİ  ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺150,00
Beksan;15.08.2022;AAA2022000000105;SERVİS ÜCRETİ ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺120,00
Beksan;15.08.2022;AAA2022000000105;KDV(%18);YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺48,60
Bekkiler;17.08.2022;AAA2022000000109;HP Fuser Assembly 220V LaserJet P2035/P2055(FIRIN ÜNİTESİ)  ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺2.500,00
Beksan;25.08.2022;YFR2022000001289;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺1.416,00
Bekkiler;25.08.2022;YFR2022000001285; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺2.360,00
Beksan;31.08.2022;01S2022000645515;MPLSVPN Hizmetleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺868,80
Beksan;31.08.2022;01S2022000645515;Data Servisleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.198,76
Beksan;31.08.2022;01S2022000645515;Ofis Güvenlik Duvarı;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Beksan;31.08.2022;01S2022000645515;UZAKTAN YEDEKLEME ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺872,46
Beksan;31.08.2022;01S2022000645515;SANAL VERİ MERKEZİ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.321,76
Beksan;31.08.2022;01S2022000645515;KDV ( % 18 );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.347,67
Beksan;31.08.2022;01S2022000645515;ÖİV(%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Beksan;31.08.2022;A162022003089442;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺313,75
Beksan;31.08.2022;A162022003263362;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺150,75
Bekkiler;31.08.2022;01S2022000698200;MPLSVPN Hizmetleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;31.08.2022;01S2022000698200;Data Servisleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;31.08.2022;01S2022000698200;Ofis Güvenlik Duvarı (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;31.08.2022;01S2022000698200;UZAKTAN YEDEKLEME (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;31.08.2022;01S2022000698200;Enterprise WiFi Servisi (AP) (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;31.08.2022;01S2022000698200;Katma Değerli Servisler (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;31.08.2022;01S2022000698200;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;31.08.2022;01S2022000698200;KDV (%18);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.400,15
Bekkiler;31.08.2022;01S2022000698200;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺209,36
Bekkiler;31.08.2022;A162022003340357;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺333,25
Bekkiler;31.08.2022;A162022003042824;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺196,75
Bekkiler;31.08.2022;WI62022083100962;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462755 (Ağustos 2022);SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.08.2022;WI62022083100962;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465108 (Ağustos 2022)(GSM:25% SA:20% SI:48% TN:1% DO:6% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.08.2022;WI62022083100962;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465109 (Ağustos 2022)(SA:100% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.08.2022;WI62022083100962;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662463513 (Ağustos 2022)(GSM:29% SA:20% SI:43% DO:8% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.08.2022;WI62022083100962;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662461426 (Ağustos 2022)(GSM:7% SA:7% SI:49% DO:37% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.08.2022;WI62022083100962;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460518 (Ağustos 2022)(GSM:41% SA:10% SI:36% TN:1% TO:1% DO:11% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.08.2022;WI62022083100962;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462751 (Ağustos 2022)(GSM:28% SA:32% SI:31% TN:1% TO:3% DO:5% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.08.2022;WI62022083100962;İŞ FULL 100 - Taahhütsüz - 2662465109 (Eylül 2022);SABIT HAT;TURKNET;1,00;;;₺74,22
Bekkiler;31.08.2022;WI62022083100962;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460409 (Ağustos 2022)(GSM:43% SA:13% SI:34% TN:3% TO:2% DO:5% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.08.2022;WI62022083100962;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462750 (Ağustos 2022)(GSM:42% SA:21% SI:29% DO:7% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.08.2022;WI62022083100962;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462752 (Ağustos 2022)(GSM:48% SA:17% SI:29% TN:2% DO:4% );SABIT HAT;TURKNET;1,00;;;₺18,75
Bekkiler;31.08.2022;WI62022083100962;KDV(%18);SABIT HAT;TURKNET;1,00;;;₺47,11
Bekkiler;31.08.2022;WI62022083100962;OIV(%10);SABIT HAT;TURKNET;1,00;;;₺26,17
Beksan;31.08.2022;C012022001622317;TELEFON;SABIT HAT;TURKTELEKOM;1,00;;;₺748,00
Beksan;01.09.2022;BTE2022000003134;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺826,00
Bekkiler;01.09.2022;BTE2022000003142;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;;;₺826,00
Bekkiler;13.09.2022;AAA2022000000154;CANON 057H MUADİL TONER  ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;;;₺730,06
Bekkiler;13.09.2022;AAA2022000000154;Hp ce505x Muadil Toner 6400 Sayfa    ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;;;₺511,04
Bekkiler;13.09.2022;AAA2022000000154;KDV (% 18,00 );YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;;;₺223,40
Beksan;16.09.2022;YFR2022000001352;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;4,40;;;₺10.384,00
Bekkiler;16.09.2022;YFR2022000001346; PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;2,81;;;₺5.802,65
Beksan;23.09.2022;YFR2022000001449;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺1.416,00
Bekkiler;23.09.2022;YFR2022000001445; AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;;;₺2.360,00
Bekkiler;27.09.2022;AAA2022000000174;Hp ce505x Muadil Toner 6400 Sayfa    ;YAZICI G.;OFİS BÜRO MAKİNALARI;2,00;;;₺609,91
Beksan;30.09.2022;01S2022000833827;MPLSVPN Hizmetleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺868,80
Beksan;30.09.2022;01S2022000833827;Data Servisleri;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.198,76
Beksan;30.09.2022;01S2022000833827;Ofis Güvenlik Duvarı;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Beksan;30.09.2022;01S2022000833827;UZAKTAN YEDEKLEME ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺872,46
Beksan;30.09.2022;01S2022000833827;SANAL VERİ MERKEZİ;İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.321,76
Beksan;30.09.2022;01S2022000833827;KDV ( % 18 );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.347,67
Beksan;30.09.2022;01S2022000833827;ÖİV(%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺206,76
Beksan;30.09.2022;A162022003860885;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺313,75
Beksan;30.09.2022;A162022003745887;DSL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺150,75
Bekkiler;30.09.2022;01S2022000772715;MPLSVPN Hizmetleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.343,60
Bekkiler;30.09.2022;01S2022000772715;Data Servisleri (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺750,00
Bekkiler;30.09.2022;01S2022000772715;Ofis Güvenlik Duvarı (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺225,00
Bekkiler;30.09.2022;01S2022000772715;UZAKTAN YEDEKLEME (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺800,00
Bekkiler;30.09.2022;01S2022000772715;Enterprise WiFi Servisi (AP) (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺300,00
Bekkiler;30.09.2022;01S2022000772715;Katma Değerli Servisler (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺178,50
Bekkiler;30.09.2022;01S2022000772715;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺4.181,52
Bekkiler;30.09.2022;01S2022000772715;Gecikme Faizi (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺34,88
Bekkiler;30.09.2022;01S2022000772715;Gecikme Faizi (%18 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺13,94
Bekkiler;30.09.2022;01S2022000772715;KDV (%18);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺1.408,94
Bekkiler;30.09.2022;01S2022000772715;Özel İletişim Vergisi (%10);İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;;;₺210,75
Bekkiler;30.09.2022;A162022003434218;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺424,75
Bekkiler;30.09.2022;A162022003620498;DsL sabit internet;İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;;;₺196,75
Bekkiler;30.09.2022;WJ52022093004674;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662465108 (Eylül 2022)(GSM:31% SA:10% SI:47% TO:7% DO:5% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.09.2022;WJ52022093004674;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462750 (Eylül 2022)(GSM:21% SA:40% SI:38% DO:1% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.09.2022;WJ52022093004674;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462755 (Eylül 2022);SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.09.2022;WJ52022093004674;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460518 (Eylül 2022)(GSM:17% SA:6% SI:66% TN:1% DO:10% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.09.2022;WJ52022093004674;(Kobi) 35 Mbps e kadar - 2662465109 (Ekim 2022);SABIT HAT;TURKNET;1,00;;;₺132,73
Bekkiler;30.09.2022;WJ52022093004674;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662463513 (Eylül 2022)(GSM:32% SA:12% SI:43% TO:2% DO:11% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.09.2022;WJ52022093004674;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462751 (Eylül 2022)(GSM:33% SA:10% SI:51% DO:6% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.09.2022;WJ52022093004674;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662462752 (Eylül 2022)(GSM:33% SA:12% SI:45% TN:1% DO:10% );SABIT HAT;TURKNET;1,00;;;₺19,45
Bekkiler;30.09.2022;WJ52022093004674;İŞ Telefon - 1000 Dakika - Taahhütsüz-2662460409 (Eylül 2022)(GSM:30% SA:9% SI:56% DO:4% );SABIT HAT;TURKNET;1,00;;;₺19,45
